Segment,Segment Name,Time Period,date_end,Date End,FY,Date Month,Avg Paid Invoice Amt,Avg SR Amt,Avg. Intuit Paid Inv Amt,Avg. Intut Paid SR Amt,Eco Invoice Actives 31D,Intuit Paid Inv per Active,Intuit Paid SR per Active,cc_actives_31d,active_cohorted_churn,passive_cohorted_churn,hvc_cohorted_churn,non_hvc_cohorted_churn,active_cohorted_churn_py,passive_cohorted_churn_py,hvc_cohorted_churn_py,non_hvc_cohorted_churn_py,qbo_active_cohorted_churn,qbo_active_cohorted_churn_py,pymt_active_cohorted_churn,pymt_active_cohorted_churn_py,Eco TPV 31d Absolute,CC TPV 31d Absolute,ACH TPV 31d Absolute,Eco Actives 31d Absolute,Eco Txns 31d Absolute,CC Txns 31d Absolute,ACH Txns 31d Absolute,Eco Invoice Amount 31d Absolute,Eco Sales Receipt Amount 31d Absolute,Eco Recurring Invoice Amount 31d Absolute,Eco CP Recurring Invoice Amount 31d Absolute,Eco Non-Recurring Invoice Amount 31d Absolute,Eco CP Amount 31d Absolute,Eco Non-CP Amount 31d Absolute,Eco Invoice Txns 31d Absolute,Eco Sales Receipt Txns 31d Absolute,Eco Recurring Invoice Txns 31d Absolute,Eco CP Recurring Invoice Txns 31d Absolute,Eco Non-Recurring Invoice Txns 31d Absolute,Eco CP Txns 31d Absolute,Eco Non-CP Txns 31d Absolute,31d Active Repeat Absolute,31d Active Lapse Absolute,31d Active Resurrect Absolute,31d Active GNA Absolute,31d Repeat CV Absolute,31d Lapse CV Absolute,31d Resurrect CV Absolute,31d GNA CV Absolute,31d Repeat Txn Absolute,31d Lapse Txn Absolute,31d Resurrect Txn Absolute,31d GNA Txn Absolute
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2024-11-16,2024-11-16,FY25,11,1810.61877,347.62602,1395.819689,null,686081,13.31210267,0,418940,1,1,1,1,1,1,1,1,1,1,1,1,12126309523,4871113872,5072870739,448502,8111726,3904675,1397120,7298857038,0,443713820.7,394512480.4,10946546184,9311191015,1405435317,5837532,0,752125,450037,7075203,5403805,1400288,341742,0,63137,15379,7536343776,0,362120821,125032197,5589508,0,116709,44803
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2024-11-16,2024-11-16,FY25,11,915.2599155,280.504452,721.2718992,282.2718286,28118,51.86067099,9.843678999,17894,1,1,1,1,1,1,1,1,1,1,1,1,1089914168,609879507.7,334779568.9,18755,1677915,879020,204890,632694566.5,72160753.73,80046898.67,64707437.45,899856906,673890427.9,366632032.9,1029661,190611,222522,137342,1109737,723141,648323,16406,0,402,547,774722253,0,2890629,7070404,1150409,0,3033,6954
Other Mixed,Billing & Receipt Channel Mix,Week,2024-11-16,2024-11-16,FY25,11,1108.411563,402.833218,598.3615936,349.26108,23100,15.90832589,63.58474558,15175,1,1,1,1,1,1,1,1,1,1,1,1,664492381,391287897.6,194431918.8,15408,1674322,887857,200611,123851596.9,461872504.9,26719597.21,23806568.73,170310426.5,169435608.3,530689708.7,246703,1022842,76468,51357,243237,213393,1173110,13431,0,476,313,461420607,496,3377476,3726784,1128877,242,5529,5385
100% SR TPV,Billing & Receipt Channel Mix,Week,2024-11-16,2024-11-16,FY25,11,5558.145593,366.081641,null,587.501185,0,null,22.24056834,16994,1,1,1,1,1,1,1,1,1,1,1,1,339534634.7,192619810.9,98820021.1,18088,550166,307619,56109,0,350873460.2,0,0,0,100161939.8,231967658.3,0,426471,0,0,0,57145,413156,13797,0,2301,844,212347776,0,11043609,4936398,372693,0,8584,3486
Other Mixed,Managed Pay & Batch Processing,Week,2024-11-16,2024-11-16,FY25,11,1713.728444,360.256684,1255.919825,406.8941531,734821,14.91560216,3.233589795,474578,1,1,1,1,1,1,1,1,1,1,1,1,14409234628,6077680194,5778744756,502680,12234705,5878857,1869712,8198597557,913350708.4,540574977.7,485880924.6,12223134215,9757718897,2527319601,7138394,1636262,1053307,638115,8588640,6277091,3552201,375305,0,65009,16521,8895092761,486,378046216,136076537,8454512,238,132285,58516
Batch Auto-Entry,Managed Pay & Batch Processing,Week,2024-11-16,2024-11-16,FY25,11,4327.643114,371.327886,3737.402345,1069.440214,78,1.639840322,0.0654278502,52,1,1,null,1,null,null,null,null,1,null,1,null,445678.12,160212.76,205258.4,55,154,91,14,270501.56,7244,0,0,414401.05,348663.1,24153.83,103,3,0,0,136,110,8,0,0,0,51,0,0,0,377674,0,0,0,100
MAIP 100%,Managed Pay & Batch Processing,Week,2024-11-16,2024-11-16,FY25,11,5184.028939,469.86282,3368.38517,2074.483558,437,1.650791704,0.0094024225,276,1,1,null,1,null,null,null,null,1,null,1,null,2460353.5,0,1880896.3,285,679,0,396,1479099,5916.6,9404.12,11003.74,2395867.57,2109691.9,0,482,2,9,8,638,561,0,42,0,217,52,350298,10,998215,444337,68,8,280,88
Growing (12-24 months),New Acquisition Cohort,Week,2024-11-23,2024-11-23,FY25,11,1875.095988,353.101125,1336.773687,432.2575142,130928,12.18650679,1.939612779,83170,1,1,1,1,1,1,1,1,1,1,1,1,2118072893,957190981.7,880894985.1,87877,1756765,895717,242355,1229816366,106266693.9,69569486.46,60453033.97,1864467403,1607080486,321533226.6,1072853,180817,124231,80822,1304258,1019474,436379,68753,0,13909,0,1396694298,17,76698643,0,1184689,12,28380,0
Unclassified,New Acquisition Cohort,Week,2024-11-23,2024-11-23,FY25,11,2621.165113,467.627255,2137.858186,552.4937903,1931,10.1546349,3.599831601,1279,1,1,1,1,1,1,1,1,1,1,null,null,50271655.31,23962845.66,17862918.88,1355,31255,18477,3153,27533041.18,3831622,442280.03,278565,43313213.17,34876727.8,7759260.93,13659,5279,532,283,17999,15178,6297,993,0,0,0,31228665,1,0,0,21250,1,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-11-23,2024-11-23,FY25,11,1725.447635,408.611767,1190.574028,436.4409711,173878,8.986488084,1.504511569,115227,1,1,1,1,1,1,1,1,1,1,1,1,1945489214,1042834950,617509578.6,120731,1696288,912819,201953,1143896867,105602618.2,54433717.8,47684811.77,1678560826,1462884375,310052989.8,1036298,183667,110373,73734,1262191,963553,410034,78675,0,17402,16801,1133791871,42,88155984,140594737,1109048,37,32845,61367
Established (24+ months),New Acquisition Cohort,Week,2024-11-23,2024-11-23,FY25,11,1806.709423,351.099337,1242.926535,388.3748597,424266,17.76216755,4.077569102,280425,1,1,1,1,1,1,1,1,1,1,1,1,10107128973,4188641573,4199595450,296486,8992105,4223360,1444651,5679417416,660455792.5,452427331.6,382414270.6,8581341206,6762609926,1884120911,4946445,1222216,839441,501036,5951501,4470589,2756880,239337,0,35071,0,6751393290,347,219587787,0,5909300,157,74229,0
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2024-11-23,2024-11-23,FY25,11,1909.859174,348.978296,1390.371409,null,683846,13.38939275,0,409013,1,1,1,1,1,1,1,1,1,1,1,1,12290645581,4914911672,4948409244,446623,8517276,3921421,1431528,7244953833,0,453921413.6,400173078.9,10810568459,9146532720,1427286971,6016206,0,751951,460152,7351500,5570594,1397380,343719,0,63348,15060,7575070553,0,357239839,118988421,5754411,0,117603,44874
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2024-11-23,2024-11-23,FY25,11,1012.070498,287.864364,723.0556865,284.4767026,28532,51.73722557,9.909815644,18682,1,1,1,1,1,1,1,1,1,1,1,1,1097128878,611778197.7,349064388.4,19067,1734739,892182,205676,654850427.8,72669531.34,80409448.52,64602696.25,933763965.5,647700747.1,368499020,981620,188626,226680,138057,1095996,724461,638171,16918,0,370,574,741600624,0,2596449,7557347,1142813,0,2495,7140
Other Mixed,Billing & Receipt Channel Mix,Week,2024-11-23,2024-11-23,FY25,11,1197.465013,404.431291,572.2356113,356.7547905,22207,15.42747011,62.91880977,14691,1,1,1,1,1,1,1,1,1,1,1,1,675377400.5,376546045,196954856.8,16220,1630481,840820,196196,125382051.3,468867302.1,25228781.67,23016955.04,169196045.6,165802667.6,510855090.3,236969,1005580,76343,50442,241433,213737,1120870,13299,0,478,294,458631192,409,3027092,3242688,1140181,204,5159,5354
100% SR TPV,Billing & Receipt Channel Mix,Week,2024-11-23,2024-11-23,FY25,11,9195.407872,441.311484,null,593.9725877,0,null,23.09486611,17105,1,1,1,1,1,1,1,1,1,1,1,1,330417284.6,201738744.9,94700564.07,18983,556849,306753,55524,0,355704181.1,0,0,0,106587595.6,234214405.8,0,426555,0,0,0,57705,421597,13900,0,2437,851,212090372,0,11277215,5342452,370807,0,8636,3610
All Segments,Aggregate,Month,2024-11-30,2024-11-30,FY25,11,1665.827574,358.75016,1235.469383,394.0099966,717360,14.7607465,3.146407968,461392,1,1,1,1,1,1,1,1,1,1,1,1,13028199029,5923957872,5214279510,480305,11655720,5654814,1843415,7728228646,875489230.7,573766992.6,476043721.4,11136287329,9597771857,2398224683,6739034,1609550,1049535,666827,8114476,6014842,3420648,375048,0,63340,15864,8706990054,289,345546076,125365117,7759408,155,123606,56887
Unclassified,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,2738.905515,463.173107,null,null,0,null,null,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bank & Card Blended,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,1721.543598,353.195449,1312.066431,539.7189103,74821,19.39990197,3.380537563,48739,1,1,1,1,1,1,1,1,1,1,1,1,1987087419,976421777.9,732312616.4,50763,1648791,691424,351449,1137980792,129144326,101841145.7,85128243.16,1687395674,1437800052,369182144.6,993043,181722,173135,103711,1169155,902257,437374,44585,0,2244,646,1346726581,0,17519400,9203550,1141779,0,7549,4138
ACH between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,3025.267054,335.778993,2225.143521,670.1764698,66408,20.62041915,3.978105234,44114,1,1,1,1,1,1,1,1,1,1,1,1,3143405623,329204763.2,2130441091,45415,1554956,243573,662375,1806341086,169221579.3,129593102.6,114493275.1,2662432077,2390720894,392219330,921841,194557,169691,101625,1082555,886843,419038,38675,0,1850,424,2099136129,0,26601752,9558164,1075694,0,6156,2665
CC between 70% to <100%,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,841.4088883,246.60508,681.4625897,301.8363381,103336,38.83046951,6.627751025,68784,1,1,1,1,1,1,1,1,1,1,1,1,2876623107,2283560518,262380247.1,73841,4474608,2778926,255900,1602472375,205716476.1,143107829.5,113649864.6,2349603122,1777154786,750331382.6,2752317,500759,508210,316898,3117886,2426403,1257654,61531,0,1526,548,1939776283,0,15202576,10537809,3182429,0,10631,8677
CC 100%,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,1257.119518,235.733355,886.9759315,292.6099423,317338,7.433031127,2.836428869,205568,1,1,1,1,1,1,1,1,1,1,1,1,2333889962,2197770491,0,226718,2923297,2106578,0,1235682338,255577384.3,38308480.52,30457735.94,1946570181,1357252101,762155858,1536256,640744,93758,50753,2021523,1287644,1216833,157556,0,39732,11023,1386840326,273,142736093,55874129,1953678,143,74237,33346
Non-MAIP & Mixed ACH 100%,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,4269.105022,487.219374,3369.799913,1026.596298,150547,6.068763509,0.6778431709,95242,1,1,1,1,1,1,1,1,1,1,1,1,3031101316,0,2258547568,105278,974025,0,544687,1827235927,103478810.5,146846044.4,142592875.6,2657755102,2468867298,182845755.6,602618,74162,111867,77376,711381,631280,143932,76479,0,17445,3439,1912071919,17,153741061,40285837,623924,10,27528,6990
MAIP 100%,Bank Transfer & Card Distribution,Week,2024-11-30,2024-11-30,FY25,11,4065.61917,45.653238,3317.731256,2838.408716,1295,1.647433556,0.0039067038,832,1,1,null,1,null,null,null,null,1,null,1,null,7350697,0,5265671,876,2063,0,1150,4324427.21,13162.4,21547.27,23661.21,7126496.41,6323968.3,0,1515,3,40,34,1956,1664,0,159,0,645,131,1061102,1,3411222,968346,296,1,859,194
Other Mixed,Managed Pay Subscribers,Week,2024-11-30,2024-11-30,FY25,11,1622.957448,377.072399,1239.135341,402.1008173,695969,14.86023446,3.157069259,467796,1,1,1,1,1,1,1,1,1,1,1,1,13319282749,5938869858,5442970911,491997,11485173,5709467,1843503,7535897644,878398652.7,557142956.2,481680930.2,11371018097,9146843028,2522928329,6866113,1548855,1047185,669121,8304407,6120453,3541965,372577,0,63601,15891,8811363661,292,343357985,128517014,8148846,157,128705,56010
MAIP 100%,Managed Pay Subscribers,Week,2024-11-30,2024-11-30,FY25,11,4048.332183,45.510249,3394.182865,2897.812384,1298,1.62330976,0.0039083488,841,1,1,null,1,null,null,null,null,1,null,1,null,7302564,0,5319486,914,2100,0,1166,4370207.02,13417.4,21703.26,23944.3,6801708.97,6022040.76,0,1456,3,38,35,1932,1720,0,161,0,627,134,1046326,1,3395863,972148,289,1,870,196
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-11-30,2024-11-30,FY25,11,1074.092787,247.168218,793.6682079,291.1243026,51927,39.98115129,4.690369292,33084,1,1,1,1,1,1,1,1,1,1,1,1,1707081899,865834852.7,540905950.2,34861,2186653,1133170,271899,945669893.1,65905604.3,96070222.58,78294518.97,1405311952,1090335753,423528065,1370566,161138,298973,184185,1520528,1120372,653644,30460,0,921,609,1120591182,0,8626846,8206323,1463055,0,4515,6577
Unclassified,Digital Platform Distribution,Week,2024-11-30,2024-11-30,FY25,11,1046.970052,430.665126,571.9954596,409.634186,23213,15.73561017,39.92500628,32822,1,1,1,1,1,1,1,1,1,1,1,1,999766076.6,566727856.3,283053998.7,33644,2127275,1139084,268803,121921533.7,823004454.8,26993247.01,24423391.74,168358139.1,267692275.1,756270189.1,237794,1367485,81056,54154,250568,267642,1560306,28805,0,2799,1097,660260593,282,12128598,8064507,1482716,155,13447,8482
100% Mobile TPV,Digital Platform Distribution,Week,2024-11-30,2024-11-30,FY25,11,1249.516111,372.104804,975.3933384,null,64374,6.715636678,0,41555,1,1,1,1,1,1,1,1,1,1,1,1,424559729.2,248532635,120587874,42693,417762,224175,43085,251069079.3,0,1336,196,389411331.4,329270548.7,27779798.9,294206,0,3,1,403837,311027,35264,30126,0,7780,1893,249332555,0,27200208,8441635,278950,0,12544,3906
100% Web TPV,Digital Platform Distribution,Week,2024-11-30,2024-11-30,FY25,11,1962.54804,269.365471,1435.550245,null,538145,12.82531421,0,333844,1,1,1,1,1,1,1,1,1,1,1,1,10091900516,3781864632,4352708036,369926,6452498,3000052,1199833,5955279279,0,425127713.2,379115534.9,8837340107,7357551845,1203342181,4610204,0,642210,384298,5529828,4077333,1196571,272645,0,52279,11755,6489593669,0,293228588,95507703,4425702,0,93761,33411
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-11-30,2024-11-30,FY25,11,1012.59118,371.390743,733.6336225,243.6053008,12570,19.43933732,0.5092974674,7861,1,1,1,1,1,1,1,1,1,1,1,1,186382416.6,106651722.4,49766813.18,8225,235431,134823,22316,109119457.9,1464529.26,782515.79,671614.16,173136811.2,134876180.3,21365733.72,158434,4069,4337,2914,219386,157713,35571,6977,0,404,198,123056638,0,2607356,1493834,159828,0,1449,1473
Cross-Platform Blended,Digital Platform Distribution,Week,2024-11-30,2024-11-30,FY25,11,1379.692731,270.962766,928.3917242,192.2862115,17435,15.14953751,0.2575517874,10516,1,1,1,1,1,1,1,1,1,1,1,1,244067998,130062524.3,78445977.06,11189,251262,134676,30522,146032816.6,860816.1,3956695.41,3640636.52,236479525.6,189131163.1,21453932.3,172713,3595,18814,13769,212535,172297,32082,9266,0,724,212,158224957,0,4808758,1780306,169506,0,2235,1093
Growing (12-24 months),New Acquisition Cohort,Week,2024-12-14,2024-12-14,FY25,12,1906.276437,363.39755,1323.08622,445.2888104,130795,11.48089562,1.927225161,85526,1,1,1,1,1,1,1,1,1,1,1,1,2068505375,914447146.4,831901604.8,86973,1700096,855677,232670,1175646107,107918157.5,71927746.56,64234747.37,1779494144,1498743064,306168197.6,1010851,172948,130707,83472,1238543,944278,412993,67844,0,14784,0,1351155609,18,82446145,0,1126532,14,29200,0
Unclassified,New Acquisition Cohort,Week,2024-12-14,2024-12-14,FY25,12,2450.879969,661.350775,2246.134741,541.1201503,1918,9.751443944,3.345447218,1298,1,1,1,1,1,1,1,1,1,1,null,null,46914503.24,22643255.43,17851893.07,1406,32049,18088,3089,24925017.14,3617654.29,447178.28,310750.8,38828306.57,34117346.49,6692480.93,12544,4521,551,312,16365,14031,5642,975,0,0,0,30845416,0,0,0,20151,0,0,0
New (0-12 months),New Acquisition Cohort,Week,2024-12-14,2024-12-14,FY25,12,1724.488379,376.14562,1193.471372,396.4423366,167338,8.521455236,1.446622901,109208,1,1,1,1,1,1,1,1,1,1,1,1,1870725710,1002842250,595649591.1,115239,1567033,857877,201306,1067499667,100838354,55274254.78,48829080.9,1600865974,1391896126,282885902.7,954902,170049,109928,72176,1203144,899825,399669,75607,0,16591,16243,1082042731,59,85848328,131172810,1036438,42,32152,55316
Established (24+ months),New Acquisition Cohort,Week,2024-12-14,2024-12-14,FY25,12,1697.627996,322.17106,1227.961135,396.867612,431388,17.32519005,4.000443646,274356,1,1,1,1,1,1,1,1,1,1,1,1,9661997385,4049234215,3894829804,296092,8611583,4100645,1355622,5528620552,638451496.9,448404158.7,391531225,8210066409,6682749948,1904051780,4848160,1168126,836751,521028,5637938,4201236,2711709,233814,0,37060,0,6435400428,34,214041139,0,5876860,27,75702,0
70% to <100% Web TPV,Digital Platform Distribution,Week,2024-12-21,2024-12-21,FY25,12,1174.647127,252.483676,835.3687307,288.2152094,51522,38.29674064,4.821357854,34071,1,1,1,1,1,1,1,1,1,1,1,1,1728481347,887312548.4,569736823.9,35999,2176171,1111529,283239,995709227.5,68279685.2,106641976.9,86632489.94,1505924148,1136541804,437753423.3,1330803,162799,301590,194249,1520328,1064362,673887,30601,0,984,677,1158370593,0,10665517,10642956,1504940,0,4897,7906
Unclassified,Digital Platform Distribution,Week,2024-12-21,2024-12-21,FY25,12,1127.744568,458.001067,582.947232,425.8845029,23449,16.30909195,38.76307635,32179,1,1,1,1,1,1,1,1,1,1,1,1,974371947.9,567871191.4,292232786.4,35870,2165052,1118198,263386,131312589,781191989.7,28124548.13,25316961.87,171720854.1,276691990.5,720415748.4,251445,1407950,83073,54295,248640,270951,1541359,27393,0,2933,1151,648455091,113,14243137,7792923,1488689,84,14293,6892
100% Mobile TPV,Digital Platform Distribution,Week,2024-12-21,2024-12-21,FY25,12,1387.887615,449.330309,982.9672806,null,67207,6.658697885,0,43440,1,1,1,1,1,1,1,1,1,1,1,1,425052579.5,247147835.3,122388372.1,45451,424786,241248,47732,260547856.8,0,17140.09,182,405168706.8,353785996.1,26926632.05,306251,0,5,1,404399,322997,34850,31440,0,8330,1908,271348864,0,28249740,9088556,289859,0,12944,4173
100% Web TPV,Digital Platform Distribution,Week,2024-12-21,2024-12-21,FY25,12,2132.999854,456.93626,1495.38177,null,542456,12.50500547,0,347621,1,1,1,1,1,1,1,1,1,1,1,1,9773905142,3862723894,4308960611,359968,6521119,2940955,1163291,5962262877,0,449865812.5,388795880.9,9060711964,7552851745,1299653246,4498527,0,681747,410595,5354892,4271626,1171425,269886,0,55957,12342,6522845618,0,339932601,105770267,4364325,0,97283,35197
70% to <100% Mobile TPV,Digital Platform Distribution,Week,2024-12-21,2024-12-21,FY25,12,1080.679349,259.927032,797.3684719,252.448106,11733,18.22393596,0.4843803653,7606,1,1,1,1,1,1,1,1,1,1,1,1,172485729.4,103668174.5,48717771.91,7917,217691,120298,21588,103992893.5,1413095.13,828544.22,743334.48,165112409.2,128860770.5,21697568.19,144573,4051,4260,2943,190813,140080,34396,6730,0,421,160,114553265,0,3476339,1417314,147529,0,1494,843
Cross-Platform Blended,Digital Platform Distribution,Week,2024-12-21,2024-12-21,FY25,12,1455.553095,317.018762,997.8776509,227.1677351,16968,14.35795246,0.2956718253,10364,1,1,1,1,1,1,1,1,1,1,1,1,243708768.7,132024052.8,75691390.74,10824,231012,128531,28594,146536478.8,1083100.66,4026504.32,3751622.71,228780743.7,182037273.8,21202604.7,161841,3064,18934,13373,201191,158132,31194,9389,0,782,218,159967883,0,4958075,2581333,157878,0,2592,1227
Growing (12-24 months),New Acquisition Cohort,Week,2025-01-04,2025-01-04,FY25,1,1606.467565,373.991797,1340.506631,448.9858613,124632,11.2126767,1.932072238,83559,1,1,1,1,1,1,1,1,1,1,1,1,1881265244,826451334.5,731444124.1,84388,1474063,762346,218891,1099020177,101707539.9,67405223.8,60398034.74,1623466350,1400959270,292584574.2,923874,161942,130217,86626,1074097,832621,375786,68597,0,14131,0,1247751626,17,84379123,0,1006278,13,28579,0
Unclassified,New Acquisition Cohort,Week,2025-01-04,2025-01-04,FY25,1,2182.441047,639.973502,2217.546943,857.7030995,1751,9.471870877,2.381109613,1185,1,1,1,1,1,1,1,1,1,1,null,null,41494828.39,19719593.97,15455203.64,1266,25220,14377,2771,22750558.45,3432341.8,512874.19,376870.83,34442319.93,30073790.82,5850903.33,11229,2755,540,303,14638,11067,4810,902,0,0,0,27102319,0,0,0,16763,0,0,0
New (0-12 months),New Acquisition Cohort,Week,2025-01-04,2025-01-04,FY25,1,1414.092819,417.80967,1259.840157,436.5990026,165089,8.038108431,1.356970237,105074,1,1,1,1,1,1,1,1,1,1,1,1,1671315683,860301927.7,589356462.2,113534,1410423,726448,182765,995765796,91752712.2,52019054.69,49297956.85,1487827348,1266733883,256581191.8,836690,155520,110655,73136,1058208,842842,339215,73882,0,17002,15806,983221310,38,90425838,131093564,910170,40,31582,52952
Established (24+ months),New Acquisition Cohort,Week,2025-01-04,2025-01-04,FY25,1,1410.779774,320.699984,1281.580747,407.4964211,427144,16.06818765,3.941005928,270332,1,1,1,1,1,1,1,1,1,1,1,1,8930704206,3571419989,3677715656,288079,7537399,3593333,1304154,4987181621,607482756.2,442853861.1,373556735.5,7135841333,5941862522,1730383166,4480338,1151933,845193,511379,5061457,3898760,2508196,235785,0,37797,0,5741816617,18,229648034,0,5119499,13,76844,0
100% Invoice TPV,Billing & Receipt Channel Mix,Week,2025-01-11,2025-01-11,FY25,1,1838.070081,420.066921,1414.268141,null,636743,11.32159945,0,421271,1,1,1,1,1,1,1,1,1,1,1,1,10055134944,4045577213,4353287990,433745,7030612,3336508,1263215,6071110101,0,489000477,414828306.5,9256458685,7532062662,1272750874,5138477,0,784367,512300,5902386,4754616,1206639,336241,0,64195,14984,6518850409,0,383104479,121864808,4802886,0,122657,46404
70% to <100% Invoice TPV,Billing & Receipt Channel Mix,Week,2025-01-11,2025-01-11,FY25,1,897.3633233,418.989136,710.8473189,288.0177829,26624,46.87515811,8.581557949,17022,1,1,1,1,1,1,1,1,1,1,1,1,954899848.5,508880468.9,302909047.6,17705,1417976,766563,187599,528704181.4,66771799.41,84518023.33,69663860.6,772471767.8,569121016.5,323657535.5,836946,158548,240948,148082,898960,649275,545689,15086,0,372,549,638528260,0,3470275,6667447,995791,0,2717,7000
Other Mixed,Billing & Receipt Channel Mix,Week,2025-01-11,2025-01-11,FY25,1,1031.636314,475.17013,571.6746604,352.6074038,22686,15.13037745,55.67039739,14740,1,1,1,1,1,1,1,1,1,1,1,1,612730858.2,339029357.9,182485463.4,15391,1503115,760449,198192,114770283.8,424256391.9,28260120.51,25311112.7,146609401.2,154087464.4,462889199,226889,874011,81956,57186,219434,202419,1008202,13287,0,436,304,406150084,74,3079214,3891013,982260,61,3231,4968
100% SR TPV,Billing & Receipt Channel Mix,Week,2025-01-11,2025-01-11,FY25,1,21190.1955,431.777494,null,588.1555589,0,null,20.69119361,17338,1,1,1,1,1,1,1,1,1,1,1,1,307120257.6,169246228.3,88262414.2,17999,481633,254931,55584,0,314642494.2,0,0,0,89203514.53,213957286.6,0,385416,0,0,0,49051,359175,14170,0,2412,788,187536071,0,10688103,5019601,330192,0,6326,3661
